"Mcbsno","TransactionId","TrNo","Family","Model","WC","Start","Log","Fis","FisRewk","LogStatus","DimmNo","ErrSteps","LogStarttime","LogEndtime","OpId","Fixture","ResExpT"
VC64RT7070,VC64RT7070_20_2026-05-06 20:15:46.970866,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:15:41.805,2026-05-06 20:33:55.538,2500035,020EWR33,1088
VC64RT8009,VC64RT8009_20_2026-05-06 20:15:31.844751,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:15:21.727,2026-05-06 20:34:44.533,2500035,020EWR20,1152
VF64RTABE3,VF64RTABE3_20_2026-05-06 20:15:28.031365,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:15:22.905,2026-05-06 20:34:26.688,2500035,020EWR14,1138
VF64RTAB19,VF64RTAB19_20_2026-05-06 20:15:12.521488,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:15:06.338,2026-05-06 20:40:08.838,2500035,020EWR24,1496
VC64RT7077,VC64RT7077_20_2026-05-06 20:15:05.554118,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:15:01.443,2026-05-06 20:33:19.750,2500035,020EWR19,1094
VC64RT7999,VC64RT7999_20_2026-05-06 20:14:14.451641,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:14:05.224,2026-05-06 20:34:29.017,2500035,020EWR34,1214
VF64RTAAUR,VF64RTAAUR_20_2026-05-06 20:14:14.354435,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:14:07.188,2026-05-06 20:33:14.761,2500035,020EWR18,1140
VC64RT7982,VC64RT7982_20_2026-05-06 20:13:17.784680,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:13:08.687,2026-05-06 20:32:07.919,2500035,020EWR07,1130
VC64RT7961,VC64RT7961_20_2026-05-06 20:13:15.835853,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:13:07.685,2026-05-06 20:32:00.343,2500035,020EWR13,1124
VF64RT8933,VF64RT8933_20_2026-05-06 20:12:44.027196,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:12:31.897,2026-05-06 20:34:58.906,2500035,020EWR30,1335
VC64RT7980,VC64RT7980_20_2026-05-06 20:11:57.661828,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:11:46.507,2026-05-06 20:30:47.445,2500035,020EWR23,1129
VF64RTAAV3,VF64RTAAV3_20_2026-05-06 20:01:13.458121,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 20:01:07.335,2026-05-06 20:19:57.393,2500035,020EWR17,1123
VC64RT7949,VC64RT7949_20_2026-05-06 19:59:19.843207,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:59:10.740,2026-05-06 20:18:02.282,2500035,020EWR15,1122
VF64RTAAWG,VF64RTAAWG_20_2026-05-06 19:58:20.343303,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:58:13.184,2026-05-06 20:16:45.265,2500035,020EWR12,1104
VC64RT7067,VC64RT7067_20_2026-05-06 19:57:11.775820,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:57:04.683,2026-05-06 20:16:05.057,2500035,020EWR10,1133
VC64RT7992,VC64RT7992_20_2026-05-06 19:56:30.679559,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:56:23.589,2026-05-06 20:15:21.133,2500035,020EWR16,1130
VC64RT7964,VC64RT7964_20_2026-05-06 19:20:11.355174,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:19:55.247,2026-05-06 19:39:17.305,2501446,020EWR16,1145
VF64RTAAUE,VF64RTAAUE_20_2026-05-06 19:18:25.748027,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:18:18.525,2026-05-06 19:43:32.295,2501446,020EWR24,1506
VF64RTAAW4,VF64RTAAW4_20_2026-05-06 19:18:03.443172,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:17:53.264,2026-05-06 19:36:32.998,2501446,020EWR01,1109
VF64RTAAZB,VF64RTAAZB_20_2026-05-06 19:16:48.741763,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:16:41.590,2026-05-06 19:36:30.336,2501446,020EWR41,1181
VC64RT8002,VC64RT8002_20_2026-05-06 19:16:29.027740,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:16:13.765,2026-05-06 19:35:07.856,2501446,020EWR33,1118
VC64RT7981,VC64RT7981_20_2026-05-06 19:15:48.447185,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:15:40.315,2026-05-06 19:34:43.217,2501446,020EWR09,1134
VC64RT8018,VC64RT8018_20_2026-05-06 19:14:09.865313,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:14:01.759,2026-05-06 19:34:00.768,2501446,020EWR48,1190
VC64RT7076,VC64RT7076_20_2026-05-06 19:14:01.647968,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:13:49.477,2026-05-06 19:32:47.344,2501446,020EWR14,1125
VF64RTAAU2,VF64RTAAU2_20_2026-05-06 19:13:51.872542,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:13:38.762,2026-05-06 19:32:39.890,2501446,020EWR04,1128
VF64RTAAV0,VF64RTAAV0_20_2026-05-06 19:13:38.997148,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:13:32.868,2026-05-06 19:35:45.491,2501446,020EWR39,1326
VF64RTAAUV,VF64RTAAUV_20_2026-05-06 19:12:45.858621,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:12:36.751,2026-05-06 19:32:56.406,2501446,020EWR47,1210
VF64RTAAUS,VF64RTAAUS_20_2026-05-06 19:11:54.894243,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:11:42.794,2026-05-06 19:30:28.382,2501446,020EWR10,1113
VC64RT7969,VC64RT7969_20_2026-05-06 19:11:50.367962,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:11:42.267,2026-05-06 19:31:03.081,2501446,020EWR21,1152
VC64RT8000,VC64RT8000_20_2026-05-06 19:11:40.613917,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:11:25.484,2026-05-06 19:31:25.633,2501446,020EWR45,1185
VC64RT7996,VC64RT7996_20_2026-05-06 19:10:45.308678,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:10:39.164,2026-05-06 19:29:06.416,2501446,020EWR19,1101
VF64RTAAXR,VF64RTAAXR_20_2026-05-06 19:10:14.304154,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:09:53.134,2026-05-06 19:30:46.656,2501446,020EWR36,1232
VF64RTAAZZ,VF64RTAAZZ_20_2026-05-06 19:10:12.747096,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:10:03.610,2026-05-06 19:29:26.991,2501446,020EWR18,1154
VF64RTAAU0,VF64RTAAU0_20_2026-05-06 19:10:06.661570,2,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:09:54.566,2026-05-06 19:35:14.129,2501446,020EWR15,1507
VF64RTAB6L,VF64RTAB6L_20_2026-05-06 19:08:43.320835,1,HOPPER,1395H3289357,20,Start,Log,NoData,,ABORTED,,62.Waiting to boot into the OS (PCH0) (process-plan-aborted) ,2026-05-06 19:08:27.121,2026-05-06 20:29:07.883,2501446,020EWR25,
VC64RT7984,VC64RT7984_20_2026-05-06 19:08:39.700301,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:08:30.590,2026-05-06 19:27:25.841,2501446,020EWR17,1126
VC64RT8059,VC64RT8059_20_2026-05-06 19:08:06.085097,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:07:56.858,2026-05-06 19:26:48.342,2501446,020EWR07,1122
VF64RTAAW2,VF64RTAAW2_20_2026-05-06 19:07:49.131950,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:07:40.999,2026-05-06 19:28:11.242,2501446,020EWR40,1222
VC64RT7962,VC64RT7962_20_2026-05-06 19:07:36.066223,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:07:27.931,2026-05-06 19:25:53.783,2501446,020EWR12,1097
VC64RT7960,VC64RT7960_20_2026-05-06 19:07:23.775076,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:07:12.615,2026-05-06 19:26:29.190,2501446,020EWR46,1145
VC64RT8011,VC64RT8011_20_2026-05-06 19:07:21.401925,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:07:06.266,2026-05-06 19:27:46.959,2501446,020EWR35,1225
VC64RT8032,VC64RT8032_20_2026-05-06 19:06:40.207265,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:06:34.080,2026-05-06 19:25:28.474,2501446,020EWR13,1128
VC64RT7971,VC64RT7971_20_2026-05-06 19:06:28.883332,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:06:21.726,2026-05-06 19:25:08.327,2501446,020EWR23,1119
VF64RTAB17,VF64RTAB17_20_2026-05-06 19:05:49.637409,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:05:44.509,2026-05-06 19:25:00.678,2501446,020EWR20,1151
VC64RT8041,VC64RT8041_20_2026-05-06 19:05:48.871963,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:05:41.690,2026-05-06 19:27:10.723,2501446,020EWR44,1281
VC64RT7965,VC64RT7965_20_2026-05-06 19:05:29.996568,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:05:16.790,2026-05-06 19:27:38.713,2501446,020EWR30,1329
VC64RT7963,VC64RT7963_20_2026-05-06 19:04:48.902989,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:04:35.742,2026-05-06 19:24:50.219,2501446,020EWR34,1201
VF64RTAAUP,VF64RTAAUP_20_2026-05-06 19:04:44.074489,2,HOPPER,1395H3289357,20,Start,Log,1,2,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:04:36.908,2026-05-06 19:29:43.122,2501446,020EWR05,1499
VC64RT7967,VC64RT7967_20_2026-05-06 19:04:34.780480,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:04:20.583,2026-05-06 19:24:38.736,2501446,020EWR29,1203
VF64RTAAUW,VF64RTAAUW_20_2026-05-06 19:03:10.664601,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:03:05.539,2026-05-06 19:32:25.203,2501446,020EWR27,1754
VC64RT7995,VC64RT7995_20_2026-05-06 19:02:27.898304,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:02:22.803,2026-05-06 19:22:09.549,2501446,020EWR42,1181
VF64RTAAV4,VF64RTAAV4_20_2026-05-06 19:02:15.166826,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:01:56.032,2026-05-06 19:21:57.472,2501446,020EWR28,1182
VC64RT7968,VC64RT7968_20_2026-05-06 19:00:36.054839,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 19:00:27.933,2026-05-06 19:20:24.024,2501446,020EWR32,1188
VF64RTAAV1,VF64RTAAV1_20_2026-05-06 18:59:02.378783,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:58:50.226,2026-05-06 19:18:52.405,2501446,020EWR31,1190
VF64RTAB6H,VF64RTAB6H_20_2026-05-06 18:58:38.982926,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:58:20.866,2026-05-06 19:17:41.948,2501446,020EWR06,1142
VF64RTAAVU,VF64RTAAVU_20_2026-05-06 18:58:05.192490,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:57:20.024,2026-05-06 19:18:03.808,2501446,020EWR37,1198
VC5CRTA9CU,VC5CRTA9CU_20_2026-05-06 18:57:02.149431,10,HOPPER,1395H3289356,20,Start,Log,NoData,,FAILED,,25.Check and write MFG (check_write_mfg failed) ,2026-05-06 18:56:56.014,2026-05-06 19:07:07.928,2501446,020EWR24,605
VF64RTAB1F,VF64RTAB1F_20_2026-05-06 18:56:23.577006,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:56:16.351,2026-05-06 19:14:45.794,2501446,020EWR16,1102
VF64RTAB6P,VF64RTAB6P_20_2026-05-06 18:54:54.714579,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:54:33.609,2026-05-06 19:15:09.865,2501446,020EWR38,1215
VC64RT7998,VC64RT7998_20_2026-05-06 18:54:54.070760,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:54:46.942,2026-05-06 19:13:37.665,2501446,020EWR09,1123
VC64RT7986,VC64RT7986_20_2026-05-06 18:54:29.427889,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:54:09.276,2026-05-06 19:13:01.781,2501446,020EWR33,1112
VF64RTAAVM,VF64RTAAVM_20_2026-05-06 18:52:20.291188,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:52:04.095,2026-05-06 19:11:08.145,2501446,020EWR14,1127
VC64RT8010,VC64RT8010_20_2026-05-06 18:52:01.525956,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:51:52.387,2026-05-06 19:10:59.826,2501446,020EWR04,1138
VF64RTAAVJ,VF64RTAAVJ_20_2026-05-06 18:51:41.224331,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:51:32.103,2026-05-06 19:10:54.455,2501446,020EWR21,1153
VC64RT8012,VC64RT8012_20_2026-05-06 18:51:11.312997,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:51:02.099,2026-05-06 19:10:46.101,2501446,020EWR48,1174
VC64RT8127,VC64RT8127_20_2026-05-06 18:50:37.109059,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:50:28.932,2026-05-06 19:10:32.833,2501446,020EWR47,1195
VF64RTAAUU,VF64RTAAUU_20_2026-05-06 18:50:30.434793,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:50:12.276,2026-05-06 19:08:45.166,2501446,020EWR19,1094
VC64RT8014,VC64RT8014_20_2026-05-06 18:50:23.121381,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:50:16.998,2026-05-06 19:10:31.437,2501446,020EWR39,1208
VC64RT8015,VC64RT8015_20_2026-05-06 18:48:26.261171,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:48:20.144,2026-05-06 19:07:10.166,2501446,020EWR17,1123
VF64RTAB0Z,VF64RTAB0Z_20_2026-05-06 18:47:41.504470,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:47:20.300,2026-05-06 19:08:09.143,2501446,020EWR36,1227
VF64RTAAUT,VF64RTAAUT_20_2026-05-06 18:46:53.554662,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:46:45.385,2026-05-06 19:23:09.840,2501446,020EWR02,2176
VC64RT8016,VC64RT8016_20_2026-05-06 18:46:03.394081,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:45:43.231,2026-05-06 19:06:08.095,2501446,020EWR25,1204
VC64RT8028,VC64RT8028_20_2026-05-06 18:45:55.188493,2,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:45:44.029,2026-05-06 19:05:55.363,2501446,020EWR45,1200
VC64RT8427,VC64RT8427_20_2026-05-06 18:45:47.280926,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:45:28.132,2026-05-06 19:04:35.551,2501446,020EWR15,1128
VF64RTAAU0,VF64RTAAU0_20_2026-05-06 18:45:08.834892,1,HOPPER,1395H3289357,20,Start,Log,NoData,,ABORTED,BIOS=C21i_0212M50IEC,122.FRU_print_(Nitro_tool) (process-plan-aborted) ,2026-05-06 18:44:58.732,2026-05-06 19:09:11.353,2501446,020EWR10,
VF64RTAAU3,VF64RTAAU3_20_2026-05-06 18:44:46.784962,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:44:38.626,2026-05-06 19:03:49.541,2501446,020EWR13,1142
VF64RTAAUK,VF64RTAAUK_20_2026-05-06 18:44:28.832654,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:44:19.715,2026-05-06 19:03:14.791,2501446,020EWR01,1125
VC64RT8112,VC64RT8112_20_2026-05-06 18:43:57.601657,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:43:42.470,2026-05-06 19:04:36.166,2501446,020EWR35,1238
VF64RTAAUX,VF64RTAAUX_20_2026-05-06 18:42:42.507785,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:42:28.411,2026-05-06 19:01:18.468,2501446,020EWR05,1115
VC64RT8017,VC64RT8017_20_2026-05-06 18:42:10.139546,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:41:56.028,2026-05-06 19:00:54.604,2501446,020EWR18,1124
VC64RT7987,VC64RT7987_20_2026-05-06 18:41:20.857075,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:41:12.713,2026-05-06 19:00:13.138,2501446,020EWR23,1132
VC64RT8037,VC64RT8037_20_2026-05-06 18:40:39.765577,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:40:22.631,2026-05-06 19:00:22.909,2501446,020EWR42,1183
VF64RTAAUZ,VF64RTAAUZ_20_2026-05-06 18:40:12.109049,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:40:03.996,2026-05-06 18:59:16.364,2501446,020EWR20,1144
VF64RTAAV6,VF64RTAAV6_20_2026-05-06 18:39:41.497069,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:39:35.277,2026-05-06 18:59:01.882,2501446,020EWR46,1160
VC64RT8085,VC64RT8085_20_2026-05-06 18:38:58.700868,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:38:48.549,2026-05-06 18:59:09.625,2501446,020EWR29,1210
VF64RTAAVK,VF64RTAAVK_20_2026-05-06 18:38:55.659119,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:38:47.466,2026-05-06 18:59:26.561,2501446,020EWR40,1230
VC64RT7990,VC64RT7990_20_2026-05-06 18:38:55.644775,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:38:44.464,2026-05-06 18:57:46.168,2501446,020EWR07,1130
VF64RTA4RH,VF64RTA4RH_20_2026-05-06 18:38:29.059564,2,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:38:12.939,2026-05-06 18:57:11.976,2501446,020EWR06,1122
VC64RT7988,VC64RT7988_20_2026-05-06 18:38:23.124205,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:38:12.931,2026-05-06 18:57:08.304,2501446,020EWR12,1125
VC64RT8038,VC64RT8038_20_2026-05-06 18:38:10.770225,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:38:00.633,2026-05-06 18:57:59.875,2501446,020EWR32,1189
VC64RT8031,VC64RT8031_20_2026-05-06 18:37:35.599249,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:37:30.456,2026-05-06 18:57:11.188,2501446,020EWR28,1175
VC64RT7994,VC64RT7994_20_2026-05-06 18:37:10.676012,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:36:57.544,2026-05-06 18:57:04.542,2501446,020EWR34,1193
VC64RT7979,VC64RT7979_20_2026-05-06 18:36:37.504113,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:36:15.346,2026-05-06 18:58:48.339,2501446,020EWR30,1331
VC64RT7989,VC64RT7989_20_2026-05-06 18:36:08.974114,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:36:01.877,2026-05-06 18:56:11.204,2501446,020EWR44,1202
VF64RTAAUP,VF64RTAAUP_20_2026-05-06 18:35:39.051806,1,HOPPER,1395H3289357,20,Start,Log,255,1,FAILED,BIOS=C21i_0212M50IEC,120.SEL Check by nitro bmc (SEL Check by nitro bmc fail) ,2026-05-06 18:35:24.858,2026-05-06 18:56:07.902,2501446,020EWR27,1228
VF64RTAAV2,VF64RTAAV2_20_2026-05-06 18:35:13.683149,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:35:06.554,2026-05-06 18:53:55.204,2501446,020EWR09,1121
VF64RTAAUB,VF64RTAAUB_20_2026-05-06 18:34:34.445768,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:33:59.296,2026-05-06 18:54:17.779,2501446,020EWR37,1183
VC64RT8042,VC64RT8042_20_2026-05-06 18:34:22.513053,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:34:06.362,2026-05-06 18:52:48.967,2501446,020EWR33,1106
VF64RTAAUY,VF64RTAAUY_20_2026-05-06 18:33:38.728777,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:33:24.606,2026-05-06 18:53:46.641,2501446,020EWR31,1207
VC64RT8025,VC64RT8025_20_2026-05-06 18:33:15.453486,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:33:08.305,2026-05-06 18:52:07.153,2501446,020EWR16,1131
VC64RT8036,VC64RT8036_20_2026-05-06 18:31:52.539348,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:31:32.368,2026-05-06 18:50:48.698,2501446,020EWR14,1136
VC64RT8027,VC64RT8027_20_2026-05-06 18:31:19.506109,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:31:13.270,2026-05-06 18:49:58.435,2501446,020EWR04,1118
VC64RT8091,VC64RT8091_20_2026-05-06 18:31:03.373386,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:30:53.228,2026-05-06 18:55:54.657,2501446,020EWR24,1491
VC64RT8026,VC64RT8026_20_2026-05-06 18:30:16.341463,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:30:06.089,2026-05-06 18:49:19.723,2501446,020EWR21,1143
VF64RTAAV9,VF64RTAAV9_20_2026-05-06 18:28:58.231163,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:28:47.139,2026-05-06 18:51:06.259,2501446,020EWR38,1328
VF64RTAAVP,VF64RTAAVP_20_2026-05-06 18:28:55.965533,1,HOPPER,1395H3289357,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:28:43.862,2026-05-06 18:47:28.495,2501446,020EWR17,1112
VC64RT8039,VC64RT8039_20_2026-05-06 18:27:36.188428,1,HOPPER,1395H3289356,20,Start,Log,1,1,PASSED,BIOS=C21i_0212M50IEC,,2026-05-06 18:27:31.090,2026-05-06 18:47:50.112,2501446,020EWR47,1213
